"Item ID #","Supplier Stock Ref","Cut","Carat","Color","Natural Fancy Color","Natural Fancy Color Intensity","Natural Fancy Color Overtone","Treated Color","Clarity","Make (Cut Grade)","Grading Lab","Certificate Number","Certificate Path","Image Path","Online Report","Price Per Carat","Total Price","Polish","Symmetry","Measurements (LengthxWidthxHeight)","Depth","Table","Crown Height","Pavilion Depth","Girdle (From / To)","Culet Size","Culet Condition","Graining","Fluorescence Intensity","Fluorescence Color","Enhancement","Supplier","Country","State / Region","Remarks","Phone","Pair Stock Ref.","Email","priceVariance","rareCaretPrice","idexPrice"
"116283101","15162","Round","0.55","D","","","","","SI1","Excellent","GIA","2141842189","http://DiamondTransactions.net/icp?di=116283101","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/15162.jpg","","2700","1485.00","Excellent","Very Good","5.3x5.28x3.24","61.3","58","15","43","Medium","None","","","Faint","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.9127228027043639,1627,"1485.00"
"116283154","16061","Round","0.64","J","","","","","VVS2","Excellent","GIA","2161026602","http://DiamondTransactions.net/icp?di=116283154","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/16061.jpg","","2132","1364.48","Excellent","Excellent","5.5x5.49x3.45","62.7","57","15","43.5","Medium / Slightly Thick","None","","","None","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.7948717948717948,1716,"1364.48"
"116283161","16147","Round","0.52","E","","","","","SI1","Very Good","GIA","6167294066","http://DiamondTransactions.net/icp?di=116283161","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/16147.jpg","","2618","1361.36","Excellent","Excellent","5.14x5.1x3.19","62.3","59","14.5","43.5","Medium / Slightly Thick","None","","","None","","","Bengal Protea LTD","USA","North Carolina","SI1+/Inscribed","1-336-299-0299","","askbengal@gmail.com",0.45671140939597316,2980,"1361.36"
"116283170","16242","Round","0.52","J","","","","","VS1","Excellent","GIA","2161423514","http://DiamondTransactions.net/icp?di=116283170","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/16242.jpg","","2050","1066.00","Excellent","Excellent","5.13x5.09x3.21","62.8","57","15","43.5","Medium / Slightly Thick","None","","","None","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.3416666666666667,3120,"1066.00"
"116283207","16653","Round","0.54","J","","","","","VS1","Excellent","GIA","2175059251","http://DiamondTransactions.net/icp?di=116283207","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/16653.jpg","","2050","1107.00","Excellent","Excellent","5.2x5.19x3.2","61.6","60","14","43.5","Slightly Thick","None","","","None","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.7828854314002829,1414,"1107.00"
"116283218","16718","Round","0.54","I","","","","","VS2","Very Good","GIA","2165707921","http://DiamondTransactions.net/icp?di=116283218","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/16718.jpg","","2240","1209.60","Excellent","Excellent","5.34x5.28x3.18","59.9","58","13.5","43","Medium / Slightly Thick","None","","","Faint","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.7882736156351792,1535,"1209.60"
"116283297","17047","Round","0.59","G","","","","","SI1","Excellent","GIA","1172363163","http://DiamondTransactions.net/icp?di=116283297","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/17047.jpg","","2449","1444.91","Very Good","Very Good","5.44x5.43x3.29","60.5","60","14","43.5","Thin / Slightly Thick","None","","","None","","","Bengal Protea LTD","USA","North Carolina","SI1+, Inscribed","1-336-299-0299","","askbengal@gmail.com",0.7992256637168141,1808,"1444.91"
"116283378","17209","Round","0.62","H","","","","","VS2","Very Good","GIA","2228678239","http://DiamondTransactions.net/icp?di=116283378","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/17209.jpg","","2754","1707.48","Very Good","Very Good","5.46x5.4x3.41","62.8","57","15","43.5","Medium / Slightly Thick","None","","","None","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.8093883357041252,2109,"1707.48"
"116283380","17211","Round","0.63","H","","","","","VS2","Excellent","GIA","2227588362","http://DiamondTransactions.net/icp?di=116283380","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/17211.jpg","","2754","1735.02","Excellent","Excellent","5.53x5.48x3.41","62.1","57","15","43.5","Medium","None","","","None","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.8107476635514018,2140,"1735.02"
"116283466","17339","Round","0.9","K","","","","","VS2","Very Good","GIA","6235350301","http://DiamondTransactions.net/icp?di=116283466","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/17339.jpg","","2660","2394.00","Excellent","Very Good","6.23x6.15x3.81","61.5","61","12.5","45","Medium / Thick","None","","","None","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.9336973478939158,2564.1,"2394.00"
"116283935","48927","Round","0.62","E","","","","","SI2","Very Good","GIA","2186195225","http://DiamondTransactions.net/icp?di=116283935","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/48927.jpg","","2010","1246.20","Excellent","Excellent","5.47x5.44x3.37","61.8","59","14.5","43.5","Very Thin / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","","1-312-236-9133","","ron@idj.com",0.8957584471603163,1391,"1246.20"
"116284226","51245","Round","1","K","","","","","SI2","Excellent","GIA","1176706470","http://DiamondTransactions.net/icp?di=116284226","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51245.jpg","","2770","2770.00","Excellent","Excellent","6.45x6.42x3.94","61.1","61","13","44","Medium / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","K++ SI2++","1-312-236-9133","","ron@idj.com",0.8175914994096812,3387.89,"2770.00"
"116284252","51304","Round","0.73","I","","","","","VS2","Excellent","GIA","3225995439","http://DiamondTransactions.net/icp?di=116284252","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51304.jpg","","2735","1996.55","Excellent","Excellent","5.81x5.79x3.55","61.2","60","14","44","Medium","None","","","None","","","I.D.J. Corp","USA","Illinois","I+ VS2+","1-312-236-9133","","ron@idj.com",0.43736311870346034,4566,"1996.55"
"116284324","51474","Round","1.01","K","","","","","SI2","Very Good","GIA","5236497633","http://DiamondTransactions.net/icp?di=116284324","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51474.jpg","","2735","2762.35","Excellent","Excellent","6.44x6.42x3.99","62.1","56","15.5","43","Very Thin / Slightly Thick","None","","","Medium","Blue","","I.D.J. Corp","USA","Illinois","K+, No Carb, Clear Bright Material","1-312-236-9133","","ron@idj.com",0.8012764722947491,3447.43,"2762.35"
"116284356","51509","Round","0.8","I","","","","","SI1","Excellent","GIA","1239572926","http://DiamondTransactions.net/icp?di=116284356","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51509.jpg","","2555","2044.00","Excellent","Very Good","6x5.96x3.64","60.9","59","14","43.5","Medium / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","TTLB White Face","1-312-236-9133","","ron@idj.com",0.4451219512195122,4592,"2044.00"
"116548064","30317R","Round","0.72","D","","","","","SI2","Very Good","GIA","2171374241","http://DiamondTransactions.net/icp?di=116548064","","http://www.diamondstar.com/Certificates/30317R.JPG","2360","1699.20","Very Good","Good","5.78x5.74x3.49","60.5","56","15.5","41.5","Medium / Slightly Thick","None","","","Faint","","","Diamondstar Inc.","USA","New York","GIA VG CUT","1-212-888-2354","","sudhen@diamondstar.com",0.4148962148962149,4095,"1699.20"
"116548163","31337R","Round","0.73","F","","","","","SI2","Excellent","GIA","1172693224","http://DiamondTransactions.net/icp?di=116548163","","http://www.diamondstar.com/Certificates/31337R.JPG","2275","1660.75","Very Good","Excellent","5.79x5.77x3.58","62","56","15.5","43.5","Medium","None","","","None","","","Diamondstar Inc.","USA","New York","GIA EX CUT","1-212-888-2354","","sudhen@diamondstar.com",0.4134926562111028,4017,"1660.75"
"116548937","39865R","Round","0.52","H","","","","","VS2","Excellent","GIA","5171693335","http://DiamondTransactions.net/icp?di=116548937","","http://www.diamondstar.com/Certificates/39865R.JPG","2278","1184.56","Very Good","Very Good","5.24x5.22x3.15","60.2","59","14.5","42.5","Thin / Medium","None","","","None","","","Diamondstar Inc.","USA","New York","GIA EX CUT","1-212-888-2354","","sudhen@diamondstar.com",0.387761780104712,3056,"1184.56"
"116668108","midp535","Round","0.31","D","","","","","VS1","Very Good","GIA","6177183535","http://DiamondTransactions.net/icp?di=116668108","","","2002","620.62","Very Good","Very Good","4.43x4.41x2.71","61.3","56","15","44","Very Thin / Medium","Very Small","","","None","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.8858773181169758,701,"620.62"
"116781375","51772","Round","0.8","H","","","","","SI2","Excellent","GIA","7232838525","http://DiamondTransactions.net/icp?di=116781375","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51772.jpg","","2570","2056.00","Excellent","Very Good","5.96x5.91x3.66","61.8","59","14.5","43.5","Medium / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","No Carb","1-312-236-9133","","ron@idj.com",0.4412017167381974,4660,"2056.00"
"116781377","51774","Round","0.8","H","","","","","SI2","Excellent","GIA","7233974457","http://DiamondTransactions.net/icp?di=116781377","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51774.jpg","","2570","2056.00","Excellent","Very Good","5.93x5.91x3.7","62.5","56","15.5","43.5","Thin / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","","1-312-236-9133","","ron@idj.com",0.4412017167381974,4660,"2056.00"
"116781378","51775","Round","0.8","H","","","","","SI2","Excellent","GIA","6232975520","http://DiamondTransactions.net/icp?di=116781378","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51775.jpg","","2570","2056.00","Excellent","Very Good","5.94x5.92x3.7","62.4","56","16","43.5","Thin / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","No Carb, Table Clean","1-312-236-9133","","ron@idj.com",0.4412017167381974,4660,"2056.00"
"116781923","51735","Round","0.71","F","","","","","SI2","Excellent","GIA","2234651993","http://DiamondTransactions.net/icp?di=116781923","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51735.jpg","","2495","1771.45","Excellent","Excellent","5.82x5.8x3.47","59.8","58","13.5","43","Medium","None","","","None","","","I.D.J. Corp","USA","Illinois","No Carb","1-312-236-9133","","ron@idj.com",0.42633606162734716,4154,"1771.45"
"116781927","51750","Round","0.72","E","","","","","SI2","Excellent","GIA","7231681658","http://DiamondTransactions.net/icp?di=116781927","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51750.jpg","","2570","1850.40","Excellent","Very Good","5.76x5.69x3.58","62.6","57","15.5","44","Thin / Medium","None","","","None","","","I.D.J. Corp","USA","Illinois","Prongable","1-312-236-9133","","ron@idj.com",0.43652666352052855,4238,"1850.40"
"116781928","51751","Round","0.72","G","","","","","SI2","Excellent","GIA","2236723798","http://DiamondTransactions.net/icp?di=116781928","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51751.jpg","","2405","1731.60","Excellent","Excellent","5.79x5.77x3.53","61.1","60","14","43.5","Medium / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","No Carb","1-312-236-9133","","ron@idj.com",0.43430290872617855,3988,"1731.60"
"116781930","51754","Round","0.72","G","","","","","SI2","Excellent","GIA","5236839416","http://DiamondTransactions.net/icp?di=116781930","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51754.jpg","","2405","1731.60","Excellent","Excellent","5.8x5.77x3.51","60.7","60","13.5","43.5","Medium","None","","","Faint","","","I.D.J. Corp","USA","Illinois","","1-312-236-9133","","ron@idj.com",0.45080687142113485,3842,"1731.60"
"116782558","51744","Round","0.7","I","","","","","SI2","Excellent","GIA","7248001645","http://DiamondTransactions.net/icp?di=116782558","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51744.jpg","","2095","1466.50","Excellent","Very Good","5.71x5.67x3.53","62","55","15.5","43","Medium / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","","1-312-236-9133","","ron@idj.com",0.39308681672025725,3732,"1466.50"
"116810602","HH2416","Round","0.81","G","","","","","SI2","Excellent","GIA","6211898754","http://88.99.93.89/disimage/cert/HH2416.PDF","http://88.99.93.89/dnadetails/dna.aspx?id=HH2416","","2704","2190.24","Excellent","Excellent","6.04x6.02x3.64","60.4","60","14","43","Thin / Medium","","","","None","","","DIAMANTAIRE BVBA","Belgium","","WHITE/ NON GREEN/ NO MILKY / EYECLEAN","+32 477 294 397","","diamantairebvba@gmail.com",0.46447507953340406,4715,"2190.24"
"116872307","HH7386","Round","0.45","G","","","","","VVS1","Very Good","GIA","1238724517","http://88.99.93.89/disimage/cert/HH7386.PDF","","","2338","1052.10","Excellent","Excellent","5.02x5.01x2.95","58.8","61","13","43","Medium / Slightly Thick","","","","None","","","DIAMANTAIRE BVBA","Belgium","","WHITE/ NON GREEN/ NO MILKY / EYECLEAN","+32 477 294 397","","diamantairebvba@gmail.com",0.6971504307488403,1509,"1052.10"
"116872377","HH7456","Round","0.55","H","","","","","VVS2","Excellent","GIA","1237392785","http://88.99.93.89/disimage/cert/HH7456.PDF","","","2506","1378.30","Excellent","Excellent","5.32x5.29x3.19","60.2","59","13.5","43","Medium / Slightly Thick","","","","None","","","DIAMANTAIRE BVBA","Belgium","","WHITE/ NON GREEN/ NO MILKY / EYECLEAN","+32 477 294 397","","diamantairebvba@gmail.com",0.7275607180570222,1894,"1378.30"
"116872406","HH7485","Round","0.62","I","","","","","VVS1","Excellent","GIA","6232457699","http://88.99.93.89/disimage/cert/HH7485.PDF","","","2473","1533.26","Excellent","Excellent","5.45x5.44x3.39","62.3","57","15","43.5","Medium / Slightly Thick","","","","None","","","DIAMANTAIRE BVBA","Belgium","","WHITE/ NON GREEN/ NO MILKY / EYECLEAN","+32 477 294 397","","diamantairebvba@gmail.com",0.692099322799097,2215,"1533.26"
"116916168","51985","Round","0.7","H","","","","","SI2","Excellent","GIA","6235720062","http://DiamondTransactions.net/icp?di=116916168","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51985.jpg","","2135","1494.50","Excellent","Very Good","5.68x5.62x3.53","62.5","58","15.5","43.5","Medium / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","","1-312-236-9133","","ron@idj.com",0.9809711286089239,1524,"1494.50"
"116916889","51999","Round","0.8","G","","","","","SI2","Excellent","GIA","7238751139","http://DiamondTransactions.net/icp?di=116916889","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/51999.jpg","","2735","2188.00","Excellent","Excellent","5.92x5.88x3.7","62.8","57","16","43.5","Medium / Slightly Thick","None","","","None","","","I.D.J. Corp","USA","Illinois","","1-312-236-9133","","ron@idj.com",0.44086238162401775,4963,"2188.00"
"116916890","52000","Round","0.82","G","","","","","SI2","Excellent","GIA","6231943483","http://DiamondTransactions.net/icp?di=116916890","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1225/Images/52000.jpg","","2735","2242.70","Very Good","Excellent","6.02x6x3.73","62.1","57","16","43","Medium","None","","","None","","","I.D.J. Corp","USA","Illinois","","1-312-236-9133","","ron@idj.com",0.8007854337736523,2801,"2242.70"
"116929334","168195","Round","1.11","K","","","","","SI2","Excellent","GIA","5216788241","http://DiamondTransactions.net/icp?di=116929334","","","2280","2530.80","Excellent","Excellent","6.61x6.63x4.09","61.7","59","15","43","Medium / Slightly Thick","None","","","Faint","","","GUTFREUND DIAMONDS bvba","Belgium","","Additional twinning wisps, pinpoints and surface graining are not shown.","+(32) 03.224.41.44","","sales@gutfreund.be",0.7702373706634206,3286,"2530.80"
"116948545","CT-21804","Round","0.45","G","","","","","VVS1","Excellent","GIA","5236000001","http://DiamondTransactions.net/icp?di=116948545","","","2400","1080.00","Excellent","Excellent","4.9x4.93x3.06","62.1","58","","","","","","","None","","","Antwerp Star Diamonds NV","Belgium","","Below $15000 Invoice Amt,Shipping charges may be applicable + Bank charges applicable below $5000 Invoice Amt.","+32-474-209448","","vimal@antwerpstardiamonds.com",0.7157057654075547,1509,"1080.00"
"116948553","CT-21820","Round","0.4","G","","","","","VS1","Excellent","GIA","7236558310","http://DiamondTransactions.net/icp?di=116948553","","","2016","806.40","Excellent","Excellent","4.81x4.85x2.88","59.7","59","","","","","","","None","","","Antwerp Star Diamonds NV","Belgium","","Below $15000 Invoice Amt,Shipping charges may be applicable + Bank charges applicable below $5000 Invoice Amt.","+32-474-209448","","vimal@antwerpstardiamonds.com",0.5173299101412067,1558,"806.40"
"116948555","CT-21823","Round","0.45","H","","","","","VVS1","Excellent","GIA","7238084311","http://DiamondTransactions.net/icp?di=116948555","","","2160","972.00","Excellent","Excellent","4.87x4.9x3.07","62.9","57","","","","","","","None","","","Antwerp Star Diamonds NV","Belgium","","Below $15000 Invoice Amt,Shipping charges may be applicable + Bank charges applicable below $5000 Invoice Amt.","+32-474-209448","","vimal@antwerpstardiamonds.com",0.7178729689807977,1354,"972.00"
"116949308","654335","Round","0.42","D","","","","","VVS1","Excellent","GIA","5236426687","http://DiamondTransactions.net/icp?di=116949308","","http://www.feedcenter.net/files/151/images/redirect/view.asp?id=654335","2535","1064.70","Excellent","Excellent","4.8x4.82x2.94","61.1","58","14.5","43","Medium / Slightly Thick","None","","","None","","","A.M.C","Belgium","","654335 , 0997/e , 0997/e-0015","32-3-2264044","","nick@amcdiamonds.be",0.6298048492016558,1691,"1064.70"
"116950427","110294131","Round","0.52","J","","","","","VS1","Good","GIA","6173702075","http://DiamondTransactions.net/icp?di=116950427","","","2550","1326.00","Very Good","Very Good","5.2x5.23x3.12","59.8","57","13.5","42","Medium / Thick","None","","","None","","","A. Dalumi Ltd.","USA","New York","","1-212-644-9030","","Gadic@dalumi.com",0.3995179270864718,3319,"1326.00"
"117014197","168255","Round","0.9","I","","","","","SI2","Very Good","GIA","7228307834","http://DiamondTransactions.net/icp?di=117014197","","http://www.feedcenter.net/files/258/certs/7228307834.Pdf","2730","2457.00","Excellent","Very Good","6.22x6.23x3.77","60.7","56","15.5","42","Medium / Slightly Thick","None","","","None","","","GUTFREUND DIAMONDS bvba","Belgium","","","+(32) 03.224.41.44","","sales@gutfreund.be",0.9530643910007758,2577.96,"2457.00"
"117065522","DEP,01","Round","0.6","G","","","","","SI2","Excellent","GIA","7238657326","http://DiamondTransactions.net/icp?di=117065522","","","2132","1279.20","Excellent","Excellent","5.37x5.39x3.39","63.1","56","16","43.5","","","","","None","","","Emiel Vets & Zonen nv","Belgium","","FD","+32-479855885 -stock","","emielvets@gmail.com",0.44517925513400625,2873,"1279.20"
"117066424","17415","Round","0.8","H","","","","","SI2","Good","GIA","5226210063","http://DiamondTransactions.net/icp?di=117066424","","","2387","1909.60","Very Good","Excellent","5.78x5.74x3.71","64.4","61","14.5","43.5","Medium / Very Thick","None","","","None","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.4191353960939214,4557,"1909.60"
"117067019","14061","Round","0.71","F","","","","","SI2","Very Good","GIA","1172414722","http://DiamondTransactions.net/icp?di=117067019","","","2065","1466.15","Excellent","Good","5.77x5.7x3.48","60.7","65","12","44.5","Very Thin / Thick","None","","","None","","","Belgium NY LLC","USA","New York","","+1-212-9378715","","idex@belgiumgroup.net",0.8794241151769646,1666.65,"1466.15"
"117076552","119-125","Round","0.7","I","","","","","SI1","Very Good","GIA","6222861890","http://DiamondTransactions.net/icp?di=117076552","","","1980","1386.00","Excellent","Very Good","5.59x5.55x3.58","64.3","57","16","43.5","Slightly Thick / Thick","","","","Faint","","","R. Mukesh & Co","USA","New York","","+91-22-61111000","","sales@veergems.com",0.4148458545345705,3341,"1386.00"
"117110503","R14946","Round","0.35","G","","","","","VS1","Excellent","GIA","7226159212","http://DiamondTransactions.net/icp?di=117110503","","","2200","770.00","Excellent","Excellent","4.48x4.5x2.8","62.5","57","","","","None","Pointed","","None","","","Tristar Bvba","Belgium","","","+32-472-497571","","tristar409@gmail.com",0.44871794871794873,1716,"770.00"
"117110510","R14957","Round","0.31","H","","","","","VS1","Excellent","GIA","7226041261","http://DiamondTransactions.net/icp?di=117110510","","","2100","651.00","Excellent","Very Good","4.35x4.37x2.66","60.9","57","","","","None","Pointed","","None","","","Tristar Bvba","Belgium","","","+32-472-497571","","tristar409@gmail.com",0.8421733505821475,773,"651.00"
"117114866","NYH-000072","Round","0.64","I","","","","","VS2","Excellent","GIA","2237772223","http://DiamondTransactions.net/icp?di=117114866","","","2380","1523.20","Excellent","Excellent","5.51x5.48x3.44","62.5","57","15.5","43","Medium / Slightly Thick","None","","","None","","","S. Schnitzer Diamonds Ltd.","USA","New York","Contact : Ari Margolis","972-3-5756600","","shoshana@sschnitzer.com",0.8494143892916899,1793,"1523.20"
"117116438","1197890","Round","0.91","J","","","","","SI1","Very Good","GIA","1238799339","http://DiamondTransactions.net/icp?di=117116438","","","2583","2350.53","Excellent","Very Good","6.07x6.11x3.87","63.5","55","16.5","42.5","Medium / Thick","None","","","None","","","K.G.K Diamonds (Belgium)","Belgium","","1197890","+3232131157","","sales.antwerp@kgkmail.com",0.9456958970233307,2486,"2350.53"
"117147419","40172","Round","0.6","H","","","","","SI2","Excellent","GIA","2175876007","http://DiamondTransactions.net/icp?di=117147419","","","2005","1203.00","Excellent","Excellent","5.53x5.5x3.32","60.2","57","","","Thin / Medium","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.41269296740994854,2915,"1203.00"
"117147485","40611","Round","0.8","H","","","","","SI2","Very Good","GIA","1199308885","http://DiamondTransactions.net/icp?di=117147485","","","2490","1992.00","Excellent","Very Good","5.89x5.84x3.7","63.1","58","","","Slightly Thick / Thick","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.4274678111587983,4660,"1992.00"
"117147541","40671","Round","0.52","E","","","","","VS2","Excellent","GIA","3225968741","http://DiamondTransactions.net/icp?di=117147541","","","2610","1357.20","Excellent","Excellent","5.24x5.21x3.15","60.4","58","","","Thin / Medium","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.3730071467839472,3638,"1357.20"
"117147560","40696","Round","0.53","G","","","","","SI1","Very Good","GIA","6177977850","http://DiamondTransactions.net/icp?di=117147560","","","2275","1205.75","Excellent","Excellent","5.36x5.31x3.13","58.7","61","","","Thin / Medium","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.813216453135536,1483,"1205.75"
"117147708","40874","Round","0.71","H","","","","","SI1","Good","GIA","5171978520","http://DiamondTransactions.net/icp?di=117147708","","","2690","1909.90","Very Good","Very Good","5.92x5.89x3.42","57.9","60","","","Thin / Slightly Thick","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.46596730909978046,4099,"1909.90"
"117147784","40973","Round","0.8","E","","","","","SI2","Very Good","GIA","6173975700","http://DiamondTransactions.net/icp?di=117147784","","","2375","1900.00","Very Good","Very Good","5.85x5.81x3.76","64.4","57","","","Medium / Thick","None","","","Medium","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.3938640132669983,4824,"1900.00"
"117148146","38614","Round","0.62","I","","","","","VS2","Excellent","GIA","6173837347","http://DiamondTransactions.net/icp?di=117148146","","","2215","1373.30","Excellent","Excellent","5.51x5.5x3.39","61.6","57","","","Thin / Slightly Thick","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.641289117234937,2141,"1373.30"
"117148487","39183","Round","0.59","G","","","","","VS2","Excellent","GIA","1172838408","http://DiamondTransactions.net/icp?di=117148487","","","2665","1572.35","Excellent","Excellent","5.42x5.4x3.32","61.4","56","","","Medium","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.8836424957841484,1779,"1572.35"
"117148488","39184","Round","0.57","G","","","","","SI1","Excellent","GIA","1172839208","http://DiamondTransactions.net/icp?di=117148488","","","2285","1302.45","Excellent","Excellent","5.4x5.36x3.25","60.5","61","","","Medium / Slightly Thick","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.7614035087719299,1710,"1302.45"
"117148697","39550","Round","0.53","F","","","","","VS2","Excellent","GIA","2175877497","http://DiamondTransactions.net/icp?di=117148697","","","2735","1449.55","Excellent","Excellent","5.3x5.28x3.16","59.6","60","","","Thin / Slightly Thick","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.742827868852459,1952,"1449.55"
"117148793","39707","Round","0.7","I","","","","","VS1","Excellent","GIA","5171877229","http://DiamondTransactions.net/icp?di=117148793","","","2660","1862.00","Very Good","Very Good","5.81x5.79x3.45","59.5","62","","","Thin / Slightly Thick","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.5035154137371552,3698,"1862.00"
"117148811","39729","Round","0.59","G","","","","","SI1","Excellent","GIA","5171874193","http://DiamondTransactions.net/icp?di=117148811","","","2280","1345.20","Excellent","Excellent","5.44x5.42x3.31","60.9","56","","","Thin / Slightly Thick","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.9149659863945578,1470,"1345.20"
"117148813","39731","Round","0.54","G","","","","","SI1","Excellent","GIA","5171877462","http://DiamondTransactions.net/icp?di=117148813","","","2300","1242.00","Excellent","Excellent","5.37x5.34x3.18","59.4","59","","","Thin / Medium","None","","","None","","","White Pine Trading LLC","USA","New York","","6467580262","","certs@whitepinediamonds.com",0.8589211618257261,1446,"1242.00"
"117156644","HH7196","Round","0.7","H","","","","","SI2","Excellent","GIA","3235021317","http://88.99.93.89/disimage/cert/HH7196.PDF","http://88.99.93.89/dnadetails/dna.aspx?id=HH7196","","2106","1474.20","Excellent","Excellent","5.69x5.65x3.54","62.5","57","16","43","Thin / Slightly Thick","","","","None","","","DIAMANTAIRE BVBA","Belgium","","WHITE/ NON GREEN/ NO MILKY / EYECLEAN","+32 477 294 397","","diamantairebvba@gmail.com",0.39432851792402357,3738,"1474.20"
"117156645","HH7197","Round","0.7","H","","","","","SI2","Excellent","GIA","2226607733","http://88.99.93.89/disimage/cert/HH7197.PDF","http://88.99.93.89/dnadetails/dna.aspx?id=HH7197","","2106","1474.20","Excellent","Excellent","5.69x5.66x3.55","62.6","56","15.5","43","Medium / Slightly Thick","","","","None","","","DIAMANTAIRE BVBA","Belgium","","LMXD/ NON GREEN/ NO MILKY / EYECLEAN","+32 477 294 397","","diamantairebvba@gmail.com",0.39432851792402357,3738,"1474.20"
"117163672","17207","Round","0.5","I","","","","","VS2","Very Good","GIA","7223579239","http://DiamondTransactions.net/icp?di=117163672","http://dtol-member-images.s3-website-us-east-1.amazonaws.com/1179/Images/17207.jpg","","2212","1106.00","Excellent","Very Good","5.05x4.99x3.2","63.7","56","16","43.5","Medium / Slightly Thick","None","","","None","","","Bengal Protea LTD","USA","North Carolina","Inscribed","1-336-299-0299","","askbengal@gmail.com",0.5289335246293639,2091,"1106.00"
